,covariates,CB_DQCT,CB_NQNC,CB_SQCT,DQCA,DQCA_RR10,DQCA_RR10_noqkprep,DQCT,NQNC,SQCA,SQCT
1,aa,0.566527770436378,0.59009728113775,0.59190862138906,0.516412258901605,0.51582179616623,0.532019283370357,0.540102123881161,0.537438918304154,0.507998109290729,0.526763089679312
2,log_exp,0.521268867537939,0.548399821320423,0.548570665609734,0.480278755553537,0.526458420598901,0.535094002736273,0.596953111404979,0.584503360027876,0.484280981256728,0.607072688479379
3,log_exp+aa,0.647685255812246,0.642859065138842,0.648078919093343,0.632519900694405,0.638547159112146,0.622597260829673,0.684244790100734,0.694614412888661,0.641571100814595,0.699410680463008
4,log_exp+any_fpocket,0.686504773005651,0.688542402872381,0.686962624112103,0.696906622155686,0.717568502247341,0.717568502247341,0.723473666600191,0.728334518584453,0.698714906559038,0.728130708983495
5,log_exp+any_fpocket+aa,0.70491076509125,0.709242679616875,0.705282529743784,0.731374969341584,0.74351414685343,0.734376516638693,0.76323548029465,0.753231160881267,0.73115285391863,0.761486608253128
6,log_exp+any_sitefinder,0.648533060744439,0.668569625935912,0.661879603797982,0.640494944968131,0.654148545282914,0.65419888774987,0.686860753476905,0.695798832429435,0.643980692643833,0.693117124201204
7,log_exp+any_sitefinder+aa,0.679535491621595,0.680137274704913,0.678744701131182,0.670590043425931,0.696083999594645,0.686827703683828,0.717785677903267,0.719680547049587,0.680172876790406,0.724505068255347
8,log_exp+pKa,0.614883145687082,0.631185502753636,0.629372516777078,0.531580039962899,0.550988159122062,0.565059241533875,0.602051864334699,0.617759124976405,0.545329381587784,0.615373879220367
9,log_exp+pka+st_scales,0.668048523503831,0.666512614225968,0.673085133592352,0.570384201204364,0.564952425712693,0.573406627356086,0.632899113669378,0.655443555257593,0.583545092902507,0.652691849600794
10,log_exp+pka+t_scales,0.66845004218934,0.676738757592877,0.677151591069807,0.540927619458985,0.579089743243382,0.584825015375293,0.611887557542198,0.643359045540362,0.560349311933215,0.632989954479263
11,log_exp+plb0_sitefinder,0.653166117076657,0.662596796797304,0.655878793315863,0.586007425237787,0.607679681245663,0.614101939138263,0.693185236429867,0.692499176178136,0.59495833867612,0.68891150388509
12,log_exp+plb0_sitefinder+aa,0.667495757074188,0.680641989298982,0.672120998442716,0.673894841909973,0.683397134832542,0.679096095696503,0.717464014534702,0.71672208638638,0.670054901693395,0.720797940411579
13,log_exp+plb1_sitefinder,0.596368166783154,0.609254641397841,0.599707539020997,0.607838471613458,0.625017553697888,0.622842327944781,0.633417081998926,0.647811843157037,0.594426111822667,0.645429927793105
14,log_exp+plb1_sitefinder+aa,0.658210054509862,0.647714974491729,0.663176559532636,0.658542375991505,0.639986201811291,0.635761326568265,0.687992800814148,0.685483882696274,0.650655406841134,0.710706920886078
15,log_exp+st_scales,0.666075600138898,0.671880435308314,0.669558039478496,0.572766649190087,0.5953068550746,0.597915908253427,0.640477580160358,0.658174091785879,0.609522454969259,0.670496818742799
16,log_exp+t_scales,0.662876114355754,0.664856922462947,0.673288949426639,0.562772552977176,0.627225391357817,0.616069771798214,0.633376832763599,0.659021572912293,0.592588967447981,0.654034610895528
17,log_exp+top5_fpocket,0.52826535456593,0.557904500728846,0.553869601401499,0.526696615828315,0.548683876329596,0.550547930719266,0.613053626903225,0.622771246752112,0.544683224111971,0.631679454203813
18,log_exp+top5_fpocket+aa,0.651660079705059,0.658569266323694,0.66079707954462,0.660092194004797,0.662364263892506,0.66017624755423,0.702347895369416,0.702572998258653,0.671230889790673,0.718975165825034
19,pKa,0.513301872789081,0.537579035862308,0.528170950360402,0.390411127596592,0.38138473636199,0.381876063728274,0.401860476147853,0.414054030081276,0.383354472287815,0.418917562170067
20,st_scales,0.461411403647918,0.455146885508344,0.450843088472417,0.483433267412698,0.504013880499518,0.502957452906708,0.507355220790288,0.493473653631305,0.477700072624109,0.474834654066663
21,t_scales,0.502481827043267,0.480175393989368,0.502689974488783,0.511427122862572,0.545789905779067,0.53429170035891,0.552956683471217,0.546935001710186,0.533116697301628,0.555703619914983
