,covariates,CB_DQCT,CB_NQNC,CB_SQCT,DQCA,DQCA_RR10,DQCA_RR10_noqkprep,DQCT,NQNC,SQCA,SQCT
1,aa,0.805136349643505,0.77483703367189,0.801059899859433,0.743660300289754,0.740902676094384,0.736889579377067,0.765018465372575,0.729990097382203,0.734307391145748,0.732343706639922
2,log_exp,0.764644571730356,0.774113016894066,0.773781120697848,0.767048545258088,0.761860721919381,0.766715493237712,0.794532212671594,0.799359553934911,0.772980260595826,0.800354509337826
3,log_exp+aa,0.824741259632764,0.831169489993447,0.827638357290909,0.844845442547977,0.816081128463239,0.810843601189348,0.846549133230955,0.843315403797594,0.843036458655874,0.855442057568546
4,log_exp+any_fpocket,0.836274677177765,0.844870734937472,0.845307987434779,0.844421371141953,0.847469159339971,0.847469159339971,0.842914017508507,0.84078615784566,0.84311108191063,0.845235319975457
5,log_exp+any_fpocket+aa,0.862674933908895,0.857676348375235,0.864565847661821,0.874722100809573,0.866861771593394,0.865934273132497,0.872108808833001,0.867445049271857,0.875568827703972,0.870137305625345
6,log_exp+any_sitefinder,0.809610852405887,0.834796810643649,0.827360500425932,0.82111445971998,0.804323430921263,0.806415548462702,0.82650661447472,0.829483021288426,0.807366899647247,0.823843995595573
7,log_exp+any_sitefinder+aa,0.848983229934798,0.849118285814003,0.849032463621962,0.858127513096755,0.848169706072049,0.84841811422671,0.86250790564199,0.865236490639463,0.855374620520718,0.865215948563074
8,log_exp+pKa,0.808528690479557,0.810770308553277,0.80647353416507,0.771160025620297,0.759856935370151,0.757243412745721,0.790849224773955,0.797329216453923,0.774136886446817,0.796305975229521
9,log_exp+pka+st_scales,0.826588796425005,0.826178726277683,0.83169336841953,0.809444141820981,0.810785991731033,0.807180015250351,0.824994134457032,0.819065501159713,0.811138912962208,0.8285386824549
10,log_exp+pka+t_scales,0.823664415337993,0.831230751524815,0.829781274564426,0.77956676309431,0.790453184457452,0.784041402400508,0.791338780355427,0.807020563851963,0.789489506442483,0.809266914359781
11,log_exp+plb0_sitefinder,0.819470133525123,0.8211854730886,0.817341986043191,0.766287349959184,0.760528186774464,0.763079895086497,0.809991394906771,0.796977572126242,0.751130121284512,0.806144693900424
12,log_exp+plb0_sitefinder+aa,0.842778228445667,0.847126167796654,0.843145918580381,0.839834848304358,0.823208321334447,0.836817071613108,0.8328636174569,0.838550050497989,0.829569656235603,0.838205498930569
13,log_exp+plb1_sitefinder,0.808984569568708,0.817181438451768,0.816964636655858,0.846300853005518,0.83654418129606,0.828592287796321,0.804235024676294,0.817099688175485,0.805833658655146,0.818496448867136
14,log_exp+plb1_sitefinder+aa,0.843344982363802,0.836401092942029,0.844471660155558,0.836350307097895,0.78885566431615,0.78857689485444,0.806653403219184,0.835347511571156,0.815628573152619,0.853412841287049
15,log_exp+st_scales,0.831030908763267,0.833332424657681,0.838765211670664,0.826362351266556,0.809153845363063,0.803270201006516,0.827989030597167,0.83838158127462,0.827771102426301,0.844422742028985
16,log_exp+t_scales,0.827676199904686,0.838523402200727,0.838861645074636,0.808869077953504,0.800195157915538,0.788045289421069,0.806394087871957,0.816375188995748,0.818616973998765,0.824257156700227
17,log_exp+top5_fpocket,0.78070877672329,0.78971679444879,0.792104639542393,0.786063214206702,0.784952162760731,0.784816503915454,0.811024332691476,0.813521230915682,0.79390853165214,0.817194904326203
18,log_exp+top5_fpocket+aa,0.835207617749964,0.843805313559564,0.839250524475966,0.846975721756623,0.813840320695989,0.817442847744708,0.853786289190563,0.849240127843356,0.853239971821749,0.856974639633543
19,pKa,0.775203963604135,0.689738570123094,0.689300146099526,0.648320862643609,0.496542391752659,0.491288765005685,0.50760047908522,0.542793907998797,0.57658192124563,0.547676496536523
20,st_scales,0.707792188026975,0.620998688366537,0.634929259837664,0.724218699092994,0.683135851209805,0.679520566165021,0.727924747270797,0.676767498273454,0.66607012217198,0.640488673089507
21,t_scales,0.715308221929446,0.703063311834212,0.712429033127033,0.772619247708687,0.725455566010925,0.722697180778213,0.752420723550876,0.729786041107534,0.749289238352237,0.748096912279968
